Title,Authors,Abstract,arXiv ID,PDF_Link
AADiff: Audio-Aligned Video Synthesis with Text-to-Image Diffusion,"Seungwoo Lee, Chaerin Kong, Donghyeon Jeon, Nojun Kwak","Recent advances in diffusion models have showcased promising results in the
text-to-video (T2V) synthesis task. However, as these T2V models solely employ
text as the guidance, they tend to struggle in modeling detailed temporal
dynamics. In this paper, we introduce a novel T2V framework that additionally
employ audio signals to control the temporal dynamics, empowering an
off-the-shelf T2I diffusion to generate audio-aligned videos. We propose
audio-based regional editing and signal smoothing to strike a good balance
between the two contradicting desiderata of video synthesis, i.e., temporal
flexibility and coherence. We empirically demonstrate the effectiveness of our
method through experiments, and further present practical applications for
contents creation.",2305.04001v2,https://arxiv.org/pdf/2305.04001v2
Mining bias-target Alignment from Voronoi Cells,"Rémi Nahon, Van-Tam Nguyen, Enzo Tartaglione","Despite significant research efforts, deep neural networks are still
vulnerable to biases: this raises concerns about their fairness and limits
their generalization. In this paper, we propose a bias-agnostic approach to
mitigate the impact of bias in deep neural networks. Unlike traditional
debiasing approaches, we rely on a metric to quantify ``bias
alignment/misalignment'' on target classes, and use this information to
discourage the propagation of bias-target alignment information through the
network. We conduct experiments on several commonly used datasets for debiasing
and compare our method to supervised and bias-specific approaches. Our results
indicate that the proposed method achieves comparable performance to
state-of-the-art supervised approaches, although it is bias-agnostic, even in
presence of multiple biases in the same sample.",2305.03691v1,https://arxiv.org/pdf/2305.03691v1
GradTree: Learning Axis-Aligned Decision Trees with Gradient Descent,"Sascha Marton, Stefan Lüdtke, Christian Bartelt, Heiner Stuckenschmidt","Decision Trees (DTs) are commonly used for many machine learning tasks due to
their high degree of interpretability. However, learning a DT from data is a
difficult optimization problem, as it is non-convex and non-differentiable.
Therefore, common approaches learn DTs using a greedy growth algorithm that
minimizes the impurity locally at each internal node. Unfortunately, this
greedy procedure can lead to inaccurate trees. In this paper, we present a
novel approach for learning hard, axis-aligned DTs with gradient descent. The
proposed method uses backpropagation with a straight-through operator on a
dense DT representation, to jointly optimize all tree parameters. Our approach
outperforms existing methods on binary classification benchmarks and achieves
competitive results for multi-class tasks. The method is available under:
https://github.com/s-marton/GradTree",2305.03515v6,https://arxiv.org/pdf/2305.03515v6
"Principle-Driven Self-Alignment of Language Models from Scratch with
  Minimal Human Supervision","Zhiqing Sun, Yikang Shen, Qinhong Zhou, Hongxin Zhang, Zhenfang Chen, David Cox, Yiming Yang, Chuang Gan","Recent AI-assistant agents, such as ChatGPT, predominantly rely on supervised
fine-tuning (SFT) with human annotations and reinforcement learning from human
feedback (RLHF) to align the output of large language models (LLMs) with human
intentions, ensuring they are helpful, ethical, and reliable. However, this
dependence can significantly constrain the true potential of AI-assistant
agents due to the high cost of obtaining human supervision and the related
issues on quality, reliability, diversity, self-consistency, and undesirable
biases. To address these challenges, we propose a novel approach called
SELF-ALIGN, which combines principle-driven reasoning and the generative power
of LLMs for the self-alignment of AI agents with minimal human supervision. Our
approach encompasses four stages: first, we use an LLM to generate synthetic
prompts, and a topic-guided method to augment the prompt diversity; second, we
use a small set of human-written principles for AI models to follow, and guide
the LLM through in-context learning from demonstrations (of principles
application) to produce helpful, ethical, and reliable responses to user's
queries; third, we fine-tune the original LLM with the high-quality
self-aligned responses so that the resulting model can generate desirable
responses for each query directly without the principle set and the
demonstrations anymore; and finally, we offer a refinement step to address the
issues of overly-brief or indirect responses. Applying SELF-ALIGN to the
LLaMA-65b base language model, we develop an AI assistant named Dromedary. With
fewer than 300 lines of human annotations (including < 200 seed prompts, 16
generic principles, and 5 exemplars for in-context learning). Dromedary
significantly surpasses the performance of several state-of-the-art AI systems,
including Text-Davinci-003 and Alpaca, on benchmark datasets with various
settings.",2305.03047v2,https://arxiv.org/pdf/2305.03047v2
"Type-enhanced Ensemble Triple Representation via Triple-aware Attention
  for Cross-lingual Entity Alignment","Zhishuo Zhang, Chengxiang Tan, Haihang Wang, Xueyan Zhao, Min Yang","Entity alignment(EA) is a crucial task for integrating cross-lingual and
cross-domain knowledge graphs(KGs), which aims to discover entities referring
to the same real-world object from different KGs. Most existing methods
generate aligning entity representation by mining the relevance of triple
elements via embedding-based methods, paying little attention to triple
indivisibility and entity role diversity. In this paper, a novel framework
named TTEA -- Type-enhanced Ensemble Triple Representation via Triple-aware
Attention for Cross-lingual Entity Alignment is proposed to overcome the above
issues considering ensemble triple specificity and entity role features.
Specifically, the ensemble triple representation is derived by regarding
relation as information carrier between semantic space and type space, and
hence the noise influence during spatial transformation and information
propagation can be smoothly controlled via specificity-aware triple attention.
Moreover, our framework uses triple-ware entity enhancement to model the role
diversity of triple elements. Extensive experiments on three real-world
cross-lingual datasets demonstrate that our framework outperforms
state-of-the-art methods.",2305.01556v1,https://arxiv.org/pdf/2305.01556v1
"Parameter-Efficient Cross-lingual Transfer of Vision and Language Models
  via Translation-based Alignment","Zhen Zhang, Jialu Wang, Xin Eric Wang","Pre-trained vision and language models such as CLIP have witnessed remarkable
success in connecting images and texts with a primary focus on English texts.
Despite recent efforts to extend CLIP to support other languages, disparities
in performance among different languages have been observed due to uneven
resource availability. Additionally, current cross-lingual transfer methods of
those pre-trained models would consume excessive resources for a large number
of languages. Therefore, we propose a new parameter-efficient cross-lingual
transfer learning framework that utilizes a translation-based alignment method
to mitigate multilingual disparities and explores parameter-efficient
fine-tuning methods for parameter-efficient cross-lingual transfer. Extensive
experiments on XTD and Multi30K datasets, covering 11 languages under
zero-shot, few-shot, and full-dataset learning scenarios, show that our
framework significantly reduces the multilingual disparities among languages
and improves cross-lingual transfer results, especially in low-resource
scenarios, while only keeping and fine-tuning an extremely small number of
parameters compared to the full model (e.g., Our framework only requires 0.16\%
additional parameters of a full-model for each language in the few-shot
learning scenario). The codes are available at
\url{https://github.com/eric-ai-lab/PECTVLM}. The codes are available at
\url{https://github.com/eric-ai-lab/PECTVLM}.",2305.03510v2,https://arxiv.org/pdf/2305.03510v2
"AQ-GT: a Temporally Aligned and Quantized GRU-Transformer for Co-Speech
  Gesture Synthesis","Hendric Voß, Stefan Kopp","The generation of realistic and contextually relevant co-speech gestures is a
challenging yet increasingly important task in the creation of multimodal
artificial agents. Prior methods focused on learning a direct correspondence
between co-speech gesture representations and produced motions, which created
seemingly natural but often unconvincing gestures during human assessment. We
present an approach to pre-train partial gesture sequences using a generative
adversarial network with a quantization pipeline. The resulting codebook
vectors serve as both input and output in our framework, forming the basis for
the generation and reconstruction of gestures. By learning the mapping of a
latent space representation as opposed to directly mapping it to a vector
representation, this framework facilitates the generation of highly realistic
and expressive gestures that closely replicate human movement and behavior,
while simultaneously avoiding artifacts in the generation process. We evaluate
our approach by comparing it with established methods for generating co-speech
gestures as well as with existing datasets of human behavior. We also perform
an ablation study to assess our findings. The results show that our approach
outperforms the current state of the art by a clear margin and is partially
indistinguishable from human gesturing. We make our data pipeline and the
generation framework publicly available.",2305.01241v2,https://arxiv.org/pdf/2305.01241v2
DualHSIC: HSIC-Bottleneck and Alignment for Continual Learning,"Zifeng Wang, Zheng Zhan, Yifan Gong, Yucai Shao, Stratis Ioannidis, Yanzhi Wang, Jennifer Dy","Rehearsal-based approaches are a mainstay of continual learning (CL). They
mitigate the catastrophic forgetting problem by maintaining a small fixed-size
buffer with a subset of data from past tasks. While most rehearsal-based
approaches study how to effectively exploit the knowledge from the buffered
past data, little attention is paid to the inter-task relationships with the
critical task-specific and task-invariant knowledge. By appropriately
leveraging inter-task relationships, we propose a novel CL method named
DualHSIC to boost the performance of existing rehearsal-based methods in a
simple yet effective way. DualHSIC consists of two complementary components
that stem from the so-called Hilbert Schmidt independence criterion (HSIC):
HSIC-Bottleneck for Rehearsal (HBR) lessens the inter-task interference and
HSIC Alignment (HA) promotes task-invariant knowledge sharing. Extensive
experiments show that DualHSIC can be seamlessly plugged into existing
rehearsal-based methods for consistent performance improvements, and also
outperforms recent state-of-the-art regularization-enhanced rehearsal methods.
Source code will be released.",2305.00380v1,https://arxiv.org/pdf/2305.00380v1
Node Feature Augmentation Vitaminizes Network Alignment,"Jin-Duk Park, Cong Tran, Won-Yong Shin, Xin Cao","Network alignment (NA) is the task of discovering node correspondences across
multiple networks. Although NA methods have achieved remarkable success in a
myriad of scenarios, their effectiveness is not without additional information
such as prior anchor links and/or node features, which may not always be
available due to privacy concerns or access restrictions. To tackle this
challenge, we propose Grad-Align+, a novel NA method built upon a recent
state-of-the-art NA method, the so-called Grad-Align, that gradually discovers
a part of node pairs until all node pairs are found. In designing Grad-Align+,
we account for how to augment node features in the sense of performing the NA
task and how to design our NA method by maximally exploiting the augmented node
features. To achieve this goal, Grad-Align+ consists of three key components:
1) centrality-based node feature augmentation (CNFA), 2) graph neural network
(GNN)-aided embedding similarity calculation alongside the augmented node
features, and 3) gradual NA with similarity calculation using aligned
cross-network neighbor-pairs (ACNs). Through comprehensive experiments, we
demonstrate that Grad-Align+ exhibits (a) the superiority over benchmark NA
methods, (b) empirical validations as well as our theoretical findings to see
the effectiveness of CNFA, (c) the influence of each component, (d) the
robustness to network noises, and (e) the computational efficiency.",2304.12751v4,https://arxiv.org/pdf/2304.12751v4
"Stubborn: An Environment for Evaluating Stubbornness between Agents with
  Aligned Incentives","Ram Rachum, Yonatan Nakar, Reuth Mirsky","Recent research in multi-agent reinforcement learning (MARL) has shown
success in learning social behavior and cooperation. Social dilemmas between
agents in mixed-sum settings have been studied extensively, but there is little
research into social dilemmas in fullycooperative settings, where agents have
no prospect of gaining reward at another agent's expense.
  While fully-aligned interests are conducive to cooperation between agents,
they do not guarantee it. We propose a measure of ""stubbornness"" between agents
that aims to capture the human social behavior from which it takes its name: a
disagreement that is gradually escalating and potentially disastrous. We would
like to promote research into the tendency of agents to be stubborn, the
reactions of counterpart agents, and the resulting social dynamics.
  In this paper we present Stubborn, an environment for evaluating stubbornness
between agents with fully-aligned incentives. In our preliminary results, the
agents learn to use their partner's stubbornness as a signal for improving the
choices that they make in the environment.",2304.12280v2,https://arxiv.org/pdf/2304.12280v2
"Implicit Temporal Modeling with Learnable Alignment for Video
  Recognition","Shuyuan Tu, Qi Dai, Zuxuan Wu, Zhi-Qi Cheng, Han Hu, Yu-Gang Jiang","Contrastive language-image pretraining (CLIP) has demonstrated remarkable
success in various image tasks. However, how to extend CLIP with effective
temporal modeling is still an open and crucial problem. Existing factorized or
joint spatial-temporal modeling trades off between the efficiency and
performance. While modeling temporal information within straight through tube
is widely adopted in literature, we find that simple frame alignment already
provides enough essence without temporal attention. To this end, in this paper,
we proposed a novel Implicit Learnable Alignment (ILA) method, which minimizes
the temporal modeling effort while achieving incredibly high performance.
Specifically, for a frame pair, an interactive point is predicted in each
frame, serving as a mutual information rich region. By enhancing the features
around the interactive point, two frames are implicitly aligned. The aligned
features are then pooled into a single token, which is leveraged in the
subsequent spatial self-attention. Our method allows eliminating the costly or
insufficient temporal self-attention in video. Extensive experiments on
benchmarks demonstrate the superiority and generality of our module.
Particularly, the proposed ILA achieves a top-1 accuracy of 88.7% on
Kinetics-400 with much fewer FLOPs compared with Swin-L and ViViT-H. Code is
released at https://github.com/Francis-Rings/ILA .",2304.10465v2,https://arxiv.org/pdf/2304.10465v2
Quantum Kernel Alignment with Stochastic Gradient Descent,"Gian Gentinetta, David Sutter, Christa Zoufal, Bryce Fuller, Stefan Woerner","Quantum support vector machines have the potential to achieve a quantum
speedup for solving certain machine learning problems. The key challenge for
doing so is finding good quantum kernels for a given data set -- a task called
kernel alignment. In this paper we study this problem using the Pegasos
algorithm, which is an algorithm that uses stochastic gradient descent to solve
the support vector machine optimization problem. We extend Pegasos to the
quantum case and and demonstrate its effectiveness for kernel alignment. Unlike
previous work which performs kernel alignment by training a QSVM within an
outer optimization loop, we show that using Pegasos it is possible to
simultaneously train the support vector machine and align the kernel. Our
experiments show that this approach is capable of aligning quantum feature maps
with high accuracy, and outperforms existing quantum kernel alignment
techniques. Specifically, we demonstrate that Pegasos is particularly effective
for non-stationary data, which is an important challenge in real-world
applications.",2304.09899v1,https://arxiv.org/pdf/2304.09899v1
Fundamental Limitations of Alignment in Large Language Models,"Yotam Wolf, Noam Wies, Oshri Avnery, Yoav Levine, Amnon Shashua","An important aspect in developing language models that interact with humans
is aligning their behavior to be useful and unharmful for their human users.
This is usually achieved by tuning the model in a way that enhances desired
behaviors and inhibits undesired ones, a process referred to as alignment. In
this paper, we propose a theoretical approach called Behavior Expectation
Bounds (BEB) which allows us to formally investigate several inherent
characteristics and limitations of alignment in large language models.
Importantly, we prove that within the limits of this framework, for any
behavior that has a finite probability of being exhibited by the model, there
exist prompts that can trigger the model into outputting this behavior, with
probability that increases with the length of the prompt. This implies that any
alignment process that attenuates an undesired behavior but does not remove it
altogether, is not safe against adversarial prompting attacks. Furthermore, our
framework hints at the mechanism by which leading alignment approaches such as
reinforcement learning from human feedback make the LLM prone to being prompted
into the undesired behaviors. This theoretical result is being experimentally
demonstrated in large scale by the so called contemporary ""chatGPT jailbreaks"",
where adversarial users trick the LLM into breaking its alignment guardrails by
triggering it into acting as a malicious persona. Our results expose
fundamental limitations in alignment of LLMs and bring to the forefront the
need to devise reliable mechanisms for ensuring AI safety.",2304.11082v6,https://arxiv.org/pdf/2304.11082v6
"Align your Latents: High-Resolution Video Synthesis with Latent
  Diffusion Models","Andreas Blattmann, Robin Rombach, Huan Ling, Tim Dockhorn, Seung Wook Kim, Sanja Fidler, Karsten Kreis","Latent Diffusion Models (LDMs) enable high-quality image synthesis while
avoiding excessive compute demands by training a diffusion model in a
compressed lower-dimensional latent space. Here, we apply the LDM paradigm to
high-resolution video generation, a particularly resource-intensive task. We
first pre-train an LDM on images only; then, we turn the image generator into a
video generator by introducing a temporal dimension to the latent space
diffusion model and fine-tuning on encoded image sequences, i.e., videos.
Similarly, we temporally align diffusion model upsamplers, turning them into
temporally consistent video super resolution models. We focus on two relevant
real-world applications: Simulation of in-the-wild driving data and creative
content creation with text-to-video modeling. In particular, we validate our
Video LDM on real driving videos of resolution 512 x 1024, achieving
state-of-the-art performance. Furthermore, our approach can easily leverage
off-the-shelf pre-trained image LDMs, as we only need to train a temporal
alignment model in that case. Doing so, we turn the publicly available,
state-of-the-art text-to-image LDM Stable Diffusion into an efficient and
expressive text-to-video model with resolution up to 1280 x 2048. We show that
the temporal layers trained in this way generalize to different fine-tuned
text-to-image LDMs. Utilizing this property, we show the first results for
personalized text-to-video generation, opening exciting directions for future
content creation. Project page:
https://research.nvidia.com/labs/toronto-ai/VideoLDM/",2304.08818v2,https://arxiv.org/pdf/2304.08818v2
"K-means Clustering Based Feature Consistency Alignment for Label-free
  Model Evaluation","Shuyu Miao, Lin Zheng, Jingjing Liu, and Hong Jin","The label-free model evaluation aims to predict the model performance on
various test sets without relying on ground truths. The main challenge of this
task is the absence of labels in the test data, unlike in classical supervised
model evaluation. This paper presents our solutions for the 1st DataCV
Challenge of the Visual Dataset Understanding workshop at CVPR 2023. Firstly,
we propose a novel method called K-means Clustering Based Feature Consistency
Alignment (KCFCA), which is tailored to handle the distribution shifts of
various datasets. KCFCA utilizes the K-means algorithm to cluster labeled
training sets and unlabeled test sets, and then aligns the cluster centers with
feature consistency. Secondly, we develop a dynamic regression model to capture
the relationship between the shifts in distribution and model accuracy.
Thirdly, we design an algorithm to discover the outlier model factors,
eliminate the outlier models, and combine the strengths of multiple autoeval
models. On the DataCV Challenge leaderboard, our approach secured 2nd place
with an RMSE of 6.8526. Our method significantly improved over the best
baseline method by 36\% (6.8526 vs. 10.7378). Furthermore, our method achieves
a relatively more robust and optimal single model performance on the validation
dataset.",2304.09758v1,https://arxiv.org/pdf/2304.09758v1
"Learning to Learn Group Alignment: A Self-Tuning Credo Framework with
  Multiagent Teams","David Radke, Kyle Tilbury","Mixed incentives among a population with multiagent teams has been shown to
have advantages over a fully cooperative system; however, discovering the best
mixture of incentives or team structure is a difficult and dynamic problem. We
propose a framework where individual learning agents self-regulate their
configuration of incentives through various parts of their reward function.
This work extends previous work by giving agents the ability to dynamically
update their group alignment during learning and by allowing teammates to have
different group alignment. Our model builds on ideas from hierarchical
reinforcement learning and meta-learning to learn the configuration of a reward
function that supports the development of a behavioral policy. We provide
preliminary results in a commonly studied multiagent environment and find that
agents can achieve better global outcomes by self-tuning their respective group
alignment parameters.",2304.07337v1,https://arxiv.org/pdf/2304.07337v1
"OpenAssistant Conversations -- Democratizing Large Language Model
  Alignment","Andreas Köpf, Yannic Kilcher, Dimitri von Rütte, Sotiris Anagnostidis, Zhi-Rui Tam, Keith Stevens, Abdullah Barhoum, Nguyen Minh Duc, Oliver Stanley, Richárd Nagyfi, Shahul ES, Sameer Suri, David Glushkov, Arnav Dantuluri, Andrew Maguire, Christoph Schuhmann, Huu Nguyen, Alexander Mattick","Aligning large language models (LLMs) with human preferences has proven to
drastically improve usability and has driven rapid adoption as demonstrated by
ChatGPT. Alignment techniques such as supervised fine-tuning (SFT) and
reinforcement learning from human feedback (RLHF) greatly reduce the required
skill and domain knowledge to effectively harness the capabilities of LLMs,
increasing their accessibility and utility across various domains. However,
state-of-the-art alignment techniques like RLHF rely on high-quality human
feedback data, which is expensive to create and often remains proprietary. In
an effort to democratize research on large-scale alignment, we release
OpenAssistant Conversations, a human-generated, human-annotated assistant-style
conversation corpus consisting of 161,443 messages in 35 different languages,
annotated with 461,292 quality ratings, resulting in over 10,000 complete and
fully annotated conversation trees. The corpus is a product of a worldwide
crowd-sourcing effort involving over 13,500 volunteers. Models trained on
OpenAssistant Conversations show consistent improvements on standard benchmarks
over respective base models. We release our code and data under a fully
permissive licence.",2304.07327v2,https://arxiv.org/pdf/2304.07327v2
SEA: A Scalable Entity Alignment System,"Junyang Wu, Tianyi Li, Lu Chen, Yunjun Gao, Ziheng Wei","Entity alignment (EA) aims to find equivalent entities in different knowledge
graphs (KGs). State-of-the-art EA approaches generally use Graph Neural
Networks (GNNs) to encode entities. However, most of them train the models and
evaluate the results in a fullbatch fashion, which prohibits EA from being
scalable on largescale datasets. To enhance the usability of GNN-based EA
models in real-world applications, we present SEA, a scalable entity alignment
system that enables to (i) train large-scale GNNs for EA, (ii) speed up the
normalization and the evaluation process, and (iii) report clear results for
users to estimate different models and parameter settings. SEA can be run on a
computer with merely one graphic card. Moreover, SEA encompasses six
state-of-the-art EA models and provides access for users to quickly establish
and evaluate their own models. Thus, SEA allows users to perform EA without
being involved in tedious implementations, such as negative sampling and
GPU-accelerated evaluation. With SEA, users can gain a clear view of the model
performance. In the demonstration, we show that SEA is user-friendly and is of
high scalability even on computers with limited computational resources.",2304.07065v1,https://arxiv.org/pdf/2304.07065v1
Video alignment using unsupervised learning of local and global features,"Niloufar Fakhfour, Mohammad ShahverdiKondori, Hoda Mohammadzade","In this paper, we tackle the problem of video alignment, the process of
matching the frames of a pair of videos containing similar actions. The main
challenge in video alignment is that accurate correspondence should be
established despite the differences in the execution processes and appearances
between the two videos. We introduce an unsupervised method for alignment that
uses global and local features of the frames. In particular, we introduce
effective features for each video frame using three machine vision tools:
person detection, pose estimation, and VGG network. Then, the features are
processed and combined to construct a multidimensional time series that
represents the video. The resulting time series are used to align videos of the
same actions using a novel version of dynamic time warping named Diagonalized
Dynamic Time Warping(DDTW). The main advantage of our approach is that no
training is required, which makes it applicable for any new type of action
without any need to collect training samples for it. For evaluation, we
considered video synchronization and phase classification tasks on the Penn
action dataset. Also, for an effective evaluation of the video synchronization
task, we present a new metric called Enclosed Area Error(EAE). The results show
that our method outperforms previous state-of-the-art methods, such as TCC, and
other self-supervised and weakly supervised methods.",2304.06841v2,https://arxiv.org/pdf/2304.06841v2
RAFT: Reward rAnked FineTuning for Generative Foundation Model Alignment,"Hanze Dong, Wei Xiong, Deepanshu Goyal, Yihan Zhang, Winnie Chow, Rui Pan, Shizhe Diao, Jipeng Zhang, Kashun Shum, Tong Zhang","Generative foundation models are susceptible to implicit biases that can
arise from extensive unsupervised training data. Such biases can produce
suboptimal samples, skewed outcomes, and unfairness, with potentially serious
consequences. Consequently, aligning these models with human ethics and
preferences is an essential step toward ensuring their responsible and
effective deployment in real-world applications. Prior research has primarily
employed Reinforcement Learning from Human Feedback (RLHF) to address this
problem, where generative models are fine-tuned with RL algorithms guided by a
human-feedback-informed reward model. However, the inefficiencies and
instabilities associated with RL algorithms frequently present substantial
obstacles to the successful alignment, necessitating the development of a more
robust and streamlined approach. To this end, we introduce a new framework,
Reward rAnked FineTuning (RAFT), designed to align generative models
effectively. Utilizing a reward model and a sufficient number of samples, our
approach selects the high-quality samples, discarding those that exhibit
undesired behavior, and subsequently enhancing the model by fine-tuning on
these filtered samples. Our studies show that RAFT can effectively improve the
model performance in both reward learning and other automated metrics in both
large language models and diffusion models.",2304.06767v4,https://arxiv.org/pdf/2304.06767v4
MERMAIDE: Learning to Align Learners using Model-Based Meta-Learning,"Arundhati Banerjee, Soham Phade, Stefano Ermon, Stephan Zheng","We study how a principal can efficiently and effectively intervene on the
rewards of a previously unseen learning agent in order to induce desirable
outcomes. This is relevant to many real-world settings like auctions or
taxation, where the principal may not know the learning behavior nor the
rewards of real people. Moreover, the principal should be few-shot adaptable
and minimize the number of interventions, because interventions are often
costly. We introduce MERMAIDE, a model-based meta-learning framework to train a
principal that can quickly adapt to out-of-distribution agents with different
learning strategies and reward functions. We validate this approach
step-by-step. First, in a Stackelberg setting with a best-response agent, we
show that meta-learning enables quick convergence to the theoretically known
Stackelberg equilibrium at test time, although noisy observations severely
increase the sample complexity. We then show that our model-based meta-learning
approach is cost-effective in intervening on bandit agents with unseen
explore-exploit strategies. Finally, we outperform baselines that use either
meta-learning or agent behavior modeling, in both $0$-shot and $K=1$-shot
settings with partial agent information.",2304.04668v2,https://arxiv.org/pdf/2304.04668v2
Deep Active Alignment of Knowledge Graph Entities and Schemata,"Jiacheng Huang, Zequn Sun, Qijin Chen, Xiaozhou Xu, Weijun Ren, Wei Hu","Knowledge graphs (KGs) store rich facts about the real world. In this paper,
we study KG alignment, which aims to find alignment between not only entities
but also relations and classes in different KGs. Alignment at the entity level
can cross-fertilize alignment at the schema level. We propose a new KG
alignment approach, called DAAKG, based on deep learning and active learning.
With deep learning, it learns the embeddings of entities, relations and
classes, and jointly aligns them in a semi-supervised manner. With active
learning, it estimates how likely an entity, relation or class pair can be
inferred, and selects the best batch for human labeling. We design two
approximation algorithms for efficient solution to batch selection. Our
experiments on benchmark datasets show the superior accuracy and generalization
of DAAKG and validate the effectiveness of all its modules.",2304.04389v3,https://arxiv.org/pdf/2304.04389v3
"Can ChatGPT and Bard Generate Aligned Assessment Items? A Reliability
  Analysis against Human Performance",Abdolvahab Khademi,"ChatGPT and Bard are AI chatbots based on Large Language Models (LLM) that
are slated to promise different applications in diverse areas. In education,
these AI technologies have been tested for applications in assessment and
teaching. In assessment, AI has long been used in automated essay scoring and
automated item generation. One psychometric property that these tools must have
to assist or replace humans in assessment is high reliability in terms of
agreement between AI scores and human raters. In this paper, we measure the
reliability of OpenAI ChatGP and Google Bard LLMs tools against experienced and
trained humans in perceiving and rating the complexity of writing prompts.
Intraclass correlation (ICC) as a performance metric showed that the
inter-reliability of both the OpenAI ChatGPT and the Google Bard were low
against the gold standard of human ratings.",2304.05372v1,https://arxiv.org/pdf/2304.05372v1
"Toward Practical Entity Alignment Method Design: Insights from New
  Highly Heterogeneous Knowledge Graph Datasets","Xuhui Jiang, Chengjin Xu, Yinghan Shen, Yuanzhuo Wang, Fenglong Su, Fei Sun, Zixuan Li, Zhichao Shi, Jian Guo, Huawei Shen","The flourishing of knowledge graph applications has driven the need for
entity alignment (EA) across KGs. However, the heterogeneity of practical KGs,
characterized by differing scales, structures, and limited overlapping
entities, greatly surpasses that of existing EA datasets. This discrepancy
highlights an oversimplified heterogeneity in current EA datasets, which
obstructs a full understanding of the advancements achieved by recent EA
methods. In this paper, we study the performance of EA methods in practical
settings, specifically focusing on the alignment of highly heterogeneous KGs
(HHKGs). Firstly, we address the oversimplified heterogeneity settings of
current datasets and propose two new HHKG datasets that closely mimic practical
EA scenarios. Then, based on these datasets, we conduct extensive experiments
to evaluate previous representative EA methods. Our findings reveal that, in
aligning HHKGs, valuable structure information can hardly be exploited through
message-passing and aggregation mechanisms. This phenomenon leads to inferior
performance of existing EA methods, especially those based on GNNs. These
findings shed light on the potential problems associated with the conventional
application of GNN-based methods as a panacea for all EA datasets.
Consequently, in light of these observations and to elucidate what EA
methodology is genuinely beneficial in practical scenarios, we undertake an
in-depth analysis by implementing a simple but effective approach: Simple-HHEA.
This method adaptly integrates entity name, structure, and temporal information
to navigate the challenges posed by HHKGs. Our experiment results conclude that
the key to the future EA model design in practice lies in their adaptability
and efficiency to varying information quality conditions, as well as their
capability to capture patterns across HHKGs.",2304.03468v3,https://arxiv.org/pdf/2304.03468v3
Noise-Robust Dense Retrieval via Contrastive Alignment Post Training,"Daniel Campos, ChengXiang Zhai, Alessandro Magnani","The success of contextual word representations and advances in neural
information retrieval have made dense vector-based retrieval a standard
approach for passage and document ranking. While effective and efficient,
dual-encoders are brittle to variations in query distributions and noisy
queries. Data augmentation can make models more robust but introduces overhead
to training set generation and requires retraining and index regeneration. We
present Contrastive Alignment POst Training (CAPOT), a highly efficient
finetuning method that improves model robustness without requiring index
regeneration, the training set optimization, or alteration. CAPOT enables
robust retrieval by freezing the document encoder while the query encoder
learns to align noisy queries with their unaltered root. We evaluate CAPOT
noisy variants of MSMARCO, Natural Questions, and Trivia QA passage retrieval,
finding CAPOT has a similar impact as data augmentation with none of its
overhead.",2304.03401v2,https://arxiv.org/pdf/2304.03401v2
"ViralVectors: Compact and Scalable Alignment-free Virome Feature
  Generation","Sarwan Ali, Prakash Chourasia, Zahra Tayebi, Babatunde Bello, Murray Patterson","The amount of sequencing data for SARS-CoV-2 is several orders of magnitude
larger than any virus. This will continue to grow geometrically for SARS-CoV-2,
and other viruses, as many countries heavily finance genomic surveillance
efforts. Hence, we need methods for processing large amounts of sequence data
to allow for effective yet timely decision-making. Such data will come from
heterogeneous sources: aligned, unaligned, or even unassembled raw nucleotide
or amino acid sequencing reads pertaining to the whole genome or regions (e.g.,
spike) of interest. In this work, we propose \emph{ViralVectors}, a compact
feature vector generation from virome sequencing data that allows effective
downstream analysis. Such generation is based on \emph{minimizers}, a type of
lightweight ""signature"" of a sequence, used traditionally in assembly and read
mapping -- to our knowledge, the first use minimizers in this way. We validate
our approach on different types of sequencing data: (a) 2.5M SARS-CoV-2 spike
sequences (to show scalability); (b) 3K Coronaviridae spike sequences (to show
robustness to more genomic variability); and (c) 4K raw WGS reads sets taken
from nasal-swab PCR tests (to show the ability to process unassembled reads).
Our results show that ViralVectors outperforms current benchmarks in most
classification and clustering tasks.",2304.02891v2,https://arxiv.org/pdf/2304.02891v2
NTK-SAP: Improving neural network pruning by aligning training dynamics,"Yite Wang, Dawei Li, Ruoyu Sun","Pruning neural networks before training has received increasing interest due
to its potential to reduce training time and memory. One popular method is to
prune the connections based on a certain metric, but it is not entirely clear
what metric is the best choice. Recent advances in neural tangent kernel (NTK)
theory suggest that the training dynamics of large enough neural networks is
closely related to the spectrum of the NTK. Motivated by this finding, we
propose to prune the connections that have the least influence on the spectrum
of the NTK. This method can help maintain the NTK spectrum, which may help
align the training dynamics to that of its dense counterpart. However, one
possible issue is that the fixed-weight-NTK corresponding to a given initial
point can be very different from the NTK corresponding to later iterates during
the training phase. We further propose to sample multiple realizations of
random weights to estimate the NTK spectrum. Note that our approach is
weight-agnostic, which is different from most existing methods that are
weight-dependent. In addition, we use random inputs to compute the
fixed-weight-NTK, making our method data-agnostic as well. We name our
foresight pruning algorithm Neural Tangent Kernel Spectrum-Aware Pruning
(NTK-SAP). Empirically, our method achieves better performance than all
baselines on multiple datasets.",2304.02840v1,https://arxiv.org/pdf/2304.02840v1
